Hm0,H3,H10,Hmax,Hmean,Tm02,Tp,Tz,T3,T10,Tmax,DirTp,SprTp,Mdir,unidirectind,mpressure,currentspeed,currentdir,errorcode,datetime,hourly,tenmin
1.6,1.43,1.82,2.36,0.92,4,12.06,4.23,5.41,5.62,4.5,266.74,66.21,223.78,0.72,17.704,0.23,284.4,0,2020-01-07T11:32:01Z,2020-01-07T12:00:00Z,2020-01-07T11:30:00Z
1.27,1.14,1.44,1.73,0.7,3.77,12.15,4.05,5.76,7.13,8,263.36,66.04,253.57,0.73,17.848,0.1,326.3,0,2020-01-07T12:32:01Z,2020-01-07T13:00:00Z,2020-01-07T12:30:00Z
1.29,1.12,1.43,1.95,0.73,3.75,12.25,4.13,5.71,6.75,12.5,255.14,63.17,232.49,0.88,17.991,0.07,162.1,0,2020-01-07T13:32:01Z,2020-01-07T14:00:00Z,2020-01-07T13:30:00Z
1.46,1.3,1.58,1.98,0.83,3.93,12.12,4.31,5.97,6.78,8,251.19,62.27,224.33,0.83,18.161,0.14,103,0,2020-01-07T14:32:01Z,2020-01-07T15:00:00Z,2020-01-07T14:30:00Z
1.43,1.24,1.54,1.98,0.79,4.21,12.18,4.81,7.46,9.02,13,257.34,62.84,255.73,0.95,18.228,0.08,129.9,0,2020-01-07T15:32:01Z,2020-01-07T16:00:00Z,2020-01-07T15:30:00Z
1.1,0.94,1.27,1.87,0.6,3.69,12.52,4.11,5.99,7.6,10,250.73,59.63,258.76,0.9,18.222,0.06,79.4,0,2020-01-07T16:32:01Z,2020-01-07T17:00:00Z,2020-01-07T16:30:00Z
1.26,1.06,1.32,1.69,0.69,3.82,12.78,4.1,5.73,7.6,10,245.67,62.95,255.16,0.93,18.161,0.1,237.3,0,2020-01-07T17:32:01Z,2020-01-07T18:00:00Z,2020-01-07T17:30:00Z
1.55,1.37,1.67,2.24,0.91,4.07,11.19,4.62,6.47,7.27,7,212.82,56.76,239.31,0.83,18.068,0.03,266.2,0,2020-01-07T18:32:01Z,2020-01-07T19:00:00Z,2020-01-07T18:30:00Z
1.7,1.48,1.91,2.28,0.94,4.31,10.13,4.62,6.68,7.9,6.5,188.69,46.41,234.96,0.82,17.953,0.04,100.7,0,2020-01-07T19:32:01Z,2020-01-07T20:00:00Z,2020-01-07T19:30:00Z
1.76,1.53,1.89,2.81,1,4.38,10.04,4.73,6.48,8.21,10.5,212.11,55.86,244.74,0.89,17.88,0.04,267.2,0,2020-01-07T20:32:01Z,2020-01-07T21:00:00Z,2020-01-07T20:30:00Z
1.93,1.7,2.1,2.81,1.1,4.77,13.25,5.2,7.15,8.47,6,253.24,62.14,267.14,0.92,17.743,0.1,288.7,0,2020-01-07T21:32:01Z,2020-01-07T22:00:00Z,2020-01-07T21:30:00Z
2.09,1.77,2.35,3.11,1.11,5.16,13.16,5.47,8.32,11.58,12.5,273.78,66.09,272.88,0.97,17.707,0.33,284.3,0,2020-01-07T22:32:01Z,2020-01-07T23:00:00Z,2020-01-07T22:30:00Z
1.79,1.57,2.03,2.54,0.97,4.85,14.67,5.48,8.62,11.25,14,266.31,67.9,279.24,0.92,17.719,0.12,310.4,0,2020-01-07T23:32:01Z,2020-01-08T00:00:00Z,2020-01-07T23:30:00Z
2.06,1.72,2.25,2.83,1.05,5.29,15.37,6.03,10.01,13.56,14.5,284.7,74.59,289.41,0.97,17.776,0.05,316.6,0,2020-01-08T00:32:01Z,2020-01-08T01:00:00Z,2020-01-08T00:30:00Z
2.01,1.67,2.22,2.91,1.03,5.22,15.27,5.61,8.97,12.22,14,270.01,64.82,280.25,0.96,18.043,0.09,327.3,0,2020-01-08T01:32:01Z,2020-01-08T02:00:00Z,2020-01-08T01:30:00Z
2.05,1.66,2.13,2.87,1.04,5.07,15.34,5.15,7.96,10.13,12.5,274.59,73.47,280.21,0.94,18.311,0.1,93.4,0,2020-01-08T02:32:01Z,2020-01-08T03:00:00Z,2020-01-08T02:30:00Z
2.19,2.01,2.54,3.37,1.25,4.89,14.91,5.71,8.66,10.5,14.5,255.12,67.58,273.57,0.94,18.472,0.23,109.7,0,2020-01-08T03:32:01Z,2020-01-08T04:00:00Z,2020-01-08T03:30:00Z
2.63,2.3,2.9,3.84,1.42,5.44,14.97,6.04,9.29,11.87,17,260.35,66.44,269.37,0.97,18.482,0.11,150.1,0,2020-01-08T04:32:01Z,2020-01-08T05:00:00Z,2020-01-08T04:30:00Z
1.96,1.66,2.11,3.02,1.07,4.36,15.03,4.68,6.61,7.16,18,221.73,65.2,252.63,0.9,18.332,0.1,203.3,0,2020-01-08T05:32:01Z,2020-01-08T06:00:00Z,2020-01-08T05:30:00Z
2.35,2.05,2.64,3.31,1.24,5.37,15.14,6.06,9.78,12.37,15,230.86,66.74,245.57,0.94,18.152,0.14,148.1,0,2020-01-08T06:32:01Z,2020-01-08T07:00:00Z,2020-01-08T06:30:00Z
2.84,2.5,3.22,4.47,1.5,6.27,15.3,7.22,12.14,14.17,14,224.43,68.1,238.62,0.95,18.027,0.1,151.7,0,2020-01-08T07:32:01Z,2020-01-08T08:00:00Z,2020-01-08T07:30:00Z
2.81,2.46,3.31,3.89,1.49,6.01,15.62,6.72,11.64,14.69,15.5,241.57,70.96,247.91,0.94,17.855,0.21,122.2,0,2020-01-08T08:32:01Z,2020-01-08T09:00:00Z,2020-01-08T08:30:00Z
2.94,2.63,3.84,5,1.49,4.53,17.5,6.21,9.8,11.18,21,235.85,70.8,251.03,0.92,17.719,0.06,171.1,0,2020-01-08T09:32:01Z,2020-01-08T10:00:00Z,2020-01-08T09:30:00Z
2.95,2.49,3.37,4.26,1.53,6.8,15.63,7.13,11.81,14.6,15,232.68,69.29,243.14,0.89,17.562,0.04,338.8,0,2020-01-08T10:32:01Z,2020-01-08T11:00:00Z,2020-01-08T10:30:00Z
2.71,2.4,3.3,4.5,1.4,5.32,16.11,6.4,10.59,12.68,4.5,254.87,70.55,272.7,0.9,17.596,0.25,247.7,0,2020-01-08T11:32:01Z,2020-01-08T12:00:00Z,2020-01-08T11:30:00Z
3.02,2.75,3.81,4.78,1.63,5.78,16.31,7.54,12.34,13,17,255.84,70.31,268.73,0.91,17.659,0.11,131.1,0,2020-01-08T12:32:01Z,2020-01-08T13:00:00Z,2020-01-08T12:30:00Z
2.87,2.76,3.45,3.98,1.71,6.89,15.85,9.21,14.97,16.59,15.5,252.26,74.99,258.89,0.93,17.711,0.13,108,0,2020-01-08T13:32:01Z,2020-01-08T14:00:00Z,2020-01-08T13:30:00Z
2.71,2.46,3.16,3.86,1.41,6.53,15.55,7.63,13.17,15.69,14.5,272.89,70.6,272.37,0.94,18.031,0.11,118.1,0,2020-01-08T14:32:01Z,2020-01-08T15:00:00Z,2020-01-08T14:30:00Z
2.25,1.93,2.73,3.52,1.13,5.65,16.52,5.99,9.76,13.85,14,302.6,76.1,294.19,0.92,18.334,0.23,109.1,0,2020-01-08T15:32:01Z,2020-01-08T16:00:00Z,2020-01-08T15:30:00Z
2.76,2.38,3.37,4.36,1.4,6.32,16.29,6.98,12.43,15.46,16.5,265.3,73.75,277.57,0.9,18.444,0.26,124.2,0,2020-01-08T16:32:01Z,2020-01-08T17:00:00Z,2020-01-08T16:30:00Z
2.62,2.36,2.92,3.49,1.48,5.71,16.25,6.61,9.73,12.96,13.5,215.89,71.43,250.82,0.8,18.404,0.14,139,0,2020-01-08T17:32:01Z,2020-01-08T18:00:00Z,2020-01-08T17:30:00Z
2.24,1.97,2.72,3.46,1.17,5.55,16.82,6.21,9.93,13.4,10.5,243.52,66.7,248.49,0.92,18.277,0.12,153.5,0,2020-01-08T18:32:01Z,2020-01-08T19:00:00Z,2020-01-08T18:30:00Z
2.03,1.69,2.21,3.02,1.01,5.43,16.65,6.02,10.27,13.59,16,241.22,71.2,247.74,0.92,18.152,0.08,143.4,0,2020-01-08T19:32:01Z,2020-01-08T20:00:00Z,2020-01-08T19:30:00Z
1.95,1.56,2.18,2.91,0.93,5.17,15.83,5.23,8.63,13.18,13,226.01,71.25,230.88,0.86,18.02,0.06,198.1,0,2020-01-08T20:32:01Z,2020-01-08T21:00:00Z,2020-01-08T20:30:00Z
2.06,1.72,2.33,2.99,1.06,5.5,16.72,6.42,10.57,15.5,17.5,213.7,71.78,227.69,0.85,17.886,0,348.1,0,2020-01-08T21:32:01Z,2020-01-08T22:00:00Z,2020-01-08T21:30:00Z
1.85,1.61,2.11,2.57,0.98,5.56,15.33,6.08,9.83,13.09,15.5,211.77,70.17,238.45,0.85,17.728,0.31,288.3,0,2020-01-08T22:32:01Z,2020-01-08T23:00:00Z,2020-01-08T22:30:00Z
2.46,2.28,2.69,3.33,1.42,7.45,16.13,9.95,15.23,15.8,16,214.29,72.48,229.4,0.82,17.701,0.05,277.8,0,2020-01-08T23:32:01Z,2020-01-09T00:00:00Z,2020-01-08T23:30:00Z
1.79,1.59,2.09,2.7,0.88,6.15,15.94,7.38,13.31,14.11,15.5,284.03,69.88,283.86,0.97,17.706,0.07,74.8,0,2020-01-09T00:32:01Z,2020-01-09T01:00:00Z,2020-01-09T00:30:00Z
1.44,1.24,1.62,2.06,0.7,5.54,16.21,6.71,12,15.66,16,243.73,72.26,258.51,0.88,17.942,0.08,257.6,0,2020-01-09T01:32:01Z,2020-01-09T02:00:00Z,2020-01-09T01:30:00Z
1.23,1.08,1.46,1.91,0.61,5.02,15.47,5.87,10.82,14.58,16.5,250.44,72,261.9,0.88,18.244,0.06,7.6,0,2020-01-09T02:32:01Z,2020-01-09T03:00:00Z,2020-01-09T02:30:00Z
1.71,1.44,2.11,2.54,0.81,6.06,15.98,6.66,11.52,15.33,14.5,271.97,69.77,276.93,0.94,18.542,0.12,112.5,0,2020-01-09T03:32:01Z,2020-01-09T04:00:00Z,2020-01-09T03:30:00Z
1.65,1.38,1.82,2.56,0.83,5.58,14.96,6.02,10.17,13.18,15.5,245.21,62.11,262.2,0.9,18.744,0.2,108.8,0,2020-01-09T04:32:01Z,2020-01-09T05:00:00Z,2020-01-09T04:30:00Z
1.6,1.33,1.89,2.64,0.79,4.99,15.46,5.24,8.57,11.84,13.5,223.2,72.64,248.89,0.81,18.655,0.15,132.6,0,2020-01-09T05:32:01Z,2020-01-09T06:00:00Z,2020-01-09T05:30:00Z
1.09,0.94,1.23,1.69,0.55,4.25,15.12,4.99,8.42,11.35,11,200.01,68.18,218.16,0.84,18.466,0.05,69.7,0,2020-01-09T06:32:01Z,2020-01-09T07:00:00Z,2020-01-09T06:30:00Z
1.41,1.14,1.48,1.87,0.7,4.55,15.02,5.01,7.74,11.14,15.5,215.35,69.45,225.21,0.87,18.294,0.06,187.2,0,2020-01-09T07:32:01Z,2020-01-09T08:00:00Z,2020-01-09T07:30:00Z
1.32,1.08,1.53,1.95,0.67,4.6,15.23,5.42,9.06,13.41,14.5,231.96,66.54,233.71,0.95,18.159,0.06,250.1,0,2020-01-09T08:32:01Z,2020-01-09T09:00:00Z,2020-01-09T08:30:00Z
1.02,0.88,1.15,1.51,0.53,3.97,14.67,4.51,7.17,9.9,9.5,252.58,71.04,241.37,0.94,17.987,0.05,338.4,0,2020-01-09T09:32:01Z,2020-01-09T10:00:00Z,2020-01-09T09:30:00Z
1.21,1.02,1.33,1.8,0.61,5.02,15.25,5.49,8.87,11.97,12.5,230.34,62.16,247.32,0.92,17.824,0.05,258.7,0,2020-01-09T10:32:01Z,2020-01-09T11:00:00Z,2020-01-09T10:30:00Z
1.09,0.95,1.21,1.63,0.57,4.44,15.01,4.81,7.57,9.78,6,209.02,71.86,250.26,0.87,17.706,0.4,293,0,2020-01-09T11:32:01Z,2020-01-09T12:00:00Z,2020-01-09T11:30:00Z
1.24,1.04,1.42,1.75,0.59,5.45,15.34,5.91,10.27,13.38,16,241.33,77.38,261.13,0.79,17.713,0.07,295.7,0,2020-01-09T12:32:01Z,2020-01-09T13:00:00Z,2020-01-09T12:30:00Z
1.02,0.87,1.13,1.59,0.49,5.26,15.46,5.94,10.34,13.79,13,261.2,72.09,267.99,0.91,17.815,0.17,359.3,0,2020-01-09T13:32:01Z,2020-01-09T14:00:00Z,2020-01-09T13:30:00Z
1.03,0.9,1.2,1.62,0.5,4.65,15.12,5.32,9.69,13.15,15.5,265.74,73.17,270.6,0.95,17.993,0.06,80.8,0,2020-01-09T14:32:01Z,2020-01-09T15:00:00Z,2020-01-09T14:30:00Z
0.76,0.63,0.81,0.99,0.38,3.62,14.99,4.21,6.45,8.41,9,251.73,70.45,257.36,0.87,18.282,0.08,97.4,0,2020-01-09T15:32:01Z,2020-01-09T16:00:00Z,2020-01-09T15:30:00Z
0.91,0.75,0.99,1.35,0.44,4.17,14.82,4.66,7.57,9.61,12.5,242.56,68.39,261.72,0.91,18.542,0.2,95.1,0,2020-01-09T16:32:01Z,2020-01-09T17:00:00Z,2020-01-09T16:30:00Z
1.25,1.02,1.39,2.01,0.61,4.41,12.87,4.65,7.32,9.88,10.5,270.47,63.54,268.82,0.96,18.552,0.13,121.2,0,2020-01-09T17:32:01Z,2020-01-09T18:00:00Z,2020-01-09T17:30:00Z
1.04,0.87,1.16,1.48,0.52,4.36,13.39,4.73,7.42,9.09,8.5,212.62,68.98,245.09,0.87,18.387,0.02,246,0,2020-01-09T18:32:01Z,2020-01-09T19:00:00Z,2020-01-09T18:30:00Z
1.06,0.87,1.16,1.88,0.52,4.04,14.1,4.32,7.01,9.28,10,215.08,71.31,236.34,0.87,18.253,0.01,286,0,2020-01-09T19:32:01Z,2020-01-09T20:00:00Z,2020-01-09T19:30:00Z
0.85,0.7,0.95,1.32,0.44,3.44,13.66,3.79,5.79,8.34,11,209.3,70.44,230.75,0.88,18.124,0.02,260.1,0,2020-01-09T20:32:01Z,2020-01-09T21:00:00Z,2020-01-09T20:30:00Z
0.81,0.67,0.88,1.27,0.42,3.28,13.59,3.76,5.58,6.77,14,274.6,73.01,257.35,0.66,17.951,0.07,276.3,0,2020-01-09T21:32:01Z,2020-01-09T22:00:00Z,2020-01-09T21:30:00Z
1,0.86,1.13,1.51,0.53,3.9,12.87,4.36,6.39,7.71,8.5,223.8,68.4,241.18,0.87,17.766,0.21,284,0,2020-01-09T22:32:01Z,2020-01-09T23:00:00Z,2020-01-09T22:30:00Z
0.95,0.8,1.03,1.39,0.47,4.51,13.18,4.56,7.03,8.36,9,215.04,70.21,248.21,0.82,17.634,0.35,295.7,0,2020-01-09T23:32:01Z,2020-01-10T00:00:00Z,2020-01-09T23:30:00Z
0.84,0.73,0.94,1.06,0.43,4.97,14.35,5.93,9.82,11.61,12.5,233.62,73.42,251.14,0.89,17.632,0.11,328.1,0,2020-01-10T00:32:01Z,2020-01-10T01:00:00Z,2020-01-10T00:30:00Z
0.76,0.62,0.84,1.17,0.38,4.03,15.1,4.68,7.89,12.11,15,312.2,70.53,290.99,0.87,17.697,0.11,308.4,0,2020-01-10T01:32:01Z,2020-01-10T02:00:00Z,2020-01-10T01:30:00Z
0.62,0.51,0.66,0.91,0.31,3.64,14.52,4.3,6.94,9.02,12.5,331.25,74.93,290.48,0.74,17.958,0.08,323.8,0,2020-01-10T02:32:01Z,2020-01-10T03:00:00Z,2020-01-10T02:30:00Z
0.67,0.53,0.74,1.07,0.32,3.43,14.81,3.73,5.86,8.33,9.5,285.27,74.06,290.39,0.88,18.282,0.11,29.8,0,2020-01-10T03:32:01Z,2020-01-10T04:00:00Z,2020-01-10T03:30:00Z
1.04,0.87,1.19,1.62,0.49,5.14,14.96,5.69,9.98,13.19,15.5,263.09,60.19,265.85,0.87,18.644,0.22,110.8,0,2020-01-10T04:32:01Z,2020-01-10T05:00:00Z,2020-01-10T04:30:00Z
0.83,0.71,0.93,1.17,0.43,3.85,14.2,4.39,7.05,8.65,8,245.41,70.04,260.21,0.9,18.787,0.12,131.5,0,2020-01-10T05:32:01Z,2020-01-10T06:00:00Z,2020-01-10T05:30:00Z
1.3,1.16,1.51,1.77,0.71,5.06,14.93,6.09,9.61,11.68,16.5,219.41,66.6,238.25,0.87,18.727,0.05,158.4,0,2020-01-10T06:32:01Z,2020-01-10T07:00:00Z,2020-01-10T06:30:00Z
0.88,0.7,0.94,1.28,0.42,4.02,14.22,4.21,6.93,8.85,6,214.1,68.71,237.08,0.87,18.454,0.02,262.9,0,2020-01-10T07:32:01Z,2020-01-10T08:00:00Z,2020-01-10T07:30:00Z
0.82,0.7,0.86,1.15,0.44,3.69,13.83,4.21,6.17,8.31,6,211.41,66.08,244.23,0.87,18.283,0.02,245.7,0,2020-01-10T08:32:01Z,2020-01-10T09:00:00Z,2020-01-10T08:30:00Z
0.95,0.78,1,1.49,0.46,4.51,14.34,5.06,8.44,11.02,12.5,195.31,68.54,213.08,0.81,18.068,0.01,278.8,0,2020-01-10T09:32:01Z,2020-01-10T10:00:00Z,2020-01-10T09:30:00Z
0.97,0.77,1.05,1.29,0.47,4.6,14.54,4.94,8.15,11.07,14.5,254.87,69.38,243.6,0.93,17.909,0.03,240,0,2020-01-10T10:32:01Z,2020-01-10T11:00:00Z,2020-01-10T10:30:00Z
1.17,0.98,1.32,1.86,0.61,4.88,15.08,5.44,8.5,12.25,13.5,199.79,75.57,222.88,0.77,17.696,0.34,288,0,2020-01-10T11:32:01Z,2020-01-10T12:00:00Z,2020-01-10T11:30:00Z
1.02,0.9,1.14,1.35,0.56,4.24,14.8,5.01,7.69,9.97,10,194.22,71.97,249.04,0.69,17.615,0.11,298.4,0,2020-01-10T12:32:01Z,2020-01-10T13:00:00Z,2020-01-10T12:30:00Z
1.12,0.91,1.19,1.89,0.59,4.07,15.2,4.49,7.03,11.18,15.5,268.71,71.02,258.75,0.75,17.642,0.14,330,0,2020-01-10T13:32:01Z,2020-01-10T14:00:00Z,2020-01-10T13:30:00Z
1.24,1.07,1.29,1.81,0.72,3.53,3.45,3.7,4.52,4.4,10,186.02,41.52,200.42,0.85,17.786,0.11,3.5,0,2020-01-10T14:32:01Z,2020-01-10T15:00:00Z,2020-01-10T14:30:00Z
1.24,1.08,1.33,1.73,0.69,3.53,7.1,3.67,4.36,5.12,6,199.67,58.81,207.45,0.91,18.084,0.07,345.3,0,2020-01-10T15:32:01Z,2020-01-10T16:00:00Z,2020-01-10T15:30:00Z
1.24,1.08,1.3,1.8,0.69,3.55,3.83,3.66,4.44,4.46,4,185.63,39.54,206.17,0.78,18.397,0.12,80,0,2020-01-10T16:32:01Z,2020-01-10T17:00:00Z,2020-01-10T16:30:00Z
1.65,1.4,1.67,2.15,0.95,4.26,14.67,4.56,6.06,7.2,7.5,273.88,65.62,218.13,0.74,18.602,0.26,113.7,0,2020-01-10T17:32:01Z,2020-01-10T18:00:00Z,2020-01-10T17:30:00Z
1.35,1.2,1.52,1.82,0.75,3.91,5.55,4.11,5.9,7.06,5,182.42,43.19,202.27,0.93,18.432,0.14,120.4,0,2020-01-10T18:32:01Z,2020-01-10T19:00:00Z,2020-01-10T18:30:00Z
1.5,1.4,1.84,2.41,0.82,4.56,10.17,5.01,7.91,8.85,9.5,169.34,66.89,187.92,0.86,18.253,0.05,177.6,0,2020-01-10T19:32:01Z,2020-01-10T20:00:00Z,2020-01-10T19:30:00Z
1.3,1.1,1.46,2.22,0.65,4.1,12.32,4.12,6.42,8.18,9.5,223.66,67.26,223.01,0.9,18.074,0.02,232,0,2020-01-10T20:32:01Z,2020-01-10T21:00:00Z,2020-01-10T20:30:00Z
1.12,1,1.27,1.71,0.59,4.36,12.09,4.68,7.47,9.76,9,221.9,65.3,232.88,0.91,17.918,0.09,133.4,0,2020-01-10T21:32:01Z,2020-01-10T22:00:00Z,2020-01-10T21:30:00Z
1.17,1.03,1.3,1.62,0.63,4.21,12.05,4.82,7.41,8.42,10.5,227.3,59.78,220.73,0.88,17.723,0.01,163.1,0,2020-01-10T22:32:01Z,2020-01-10T23:00:00Z,2020-01-10T22:30:00Z
1.17,1,1.23,1.63,0.64,4.23,12.9,4.63,6.57,7.47,8,247.9,64.84,229.44,0.92,17.586,0.26,286.5,0,2020-01-10T23:32:01Z,2020-01-11T00:00:00Z,2020-01-10T23:30:00Z
1.25,1.1,1.39,1.82,0.66,4.1,12.18,4.5,7.24,9.06,11.5,268.38,65.91,262.03,0.85,17.53,0.19,303.8,0,2020-01-11T00:32:01Z,2020-01-11T01:00:00Z,2020-01-11T00:30:00Z
1.17,0.99,1.3,1.82,0.63,3.84,12.8,4.27,6.48,8.78,8.5,264.48,65.98,252.92,0.84,17.56,0.11,305.8,0,2020-01-11T01:32:01Z,2020-01-11T02:00:00Z,2020-01-11T01:30:00Z
1.02,0.85,1.05,1.34,0.56,3.49,11.59,3.79,5.55,7.33,8,259.21,71.18,234.71,0.78,17.639,0.16,344.9,0,2020-01-11T02:32:01Z,2020-01-11T03:00:00Z,2020-01-11T02:30:00Z
1.05,0.88,1.12,1.62,0.58,3.44,12.95,3.79,5.16,6.44,10,296.04,69.62,254.7,0.86,18.019,0.04,332.9,0,2020-01-11T03:32:01Z,2020-01-11T04:00:00Z,2020-01-11T03:30:00Z
1.13,0.93,1.21,1.77,0.59,3.86,13.88,4.2,6.48,8.06,13,281.73,69.3,274.95,0.84,18.396,0.08,37.2,0,2020-01-11T04:32:01Z,2020-01-11T05:00:00Z,2020-01-11T04:30:00Z
1.39,1.19,1.53,1.81,0.71,4.24,14.61,4.6,7.42,9.88,10.5,234.26,63.7,245.02,0.85,18.757,0.27,101.9,0,2020-01-11T05:32:01Z,2020-01-11T06:00:00Z,2020-01-11T05:30:00Z
2.62,2.31,2.93,3.42,1.41,5.76,15.02,6.65,10.55,13.53,13,244.56,67.12,258.73,0.96,18.796,0.1,133.7,0,2020-01-11T06:32:01Z,2020-01-11T07:00:00Z,2020-01-11T06:30:00Z
1.66,1.44,1.95,2.41,0.86,4.71,14.18,5.12,8.2,11.05,11.5,238.58,63.96,249.57,0.91,18.527,0.08,206.2,0,2020-01-11T07:32:01Z,2020-01-11T08:00:00Z,2020-01-11T07:30:00Z
1.87,1.63,2.06,3.07,1.03,4.65,14.39,5.08,7.84,10,13,255.54,63.45,254.42,0.96,18.293,0.13,202.9,0,2020-01-11T08:32:01Z,2020-01-11T09:00:00Z,2020-01-11T08:30:00Z
1.68,1.36,1.79,2.23,0.87,4.5,15.2,4.85,7.21,8.78,16.5,243,69.56,243.48,0.97,18.105,0.06,168.6,0,2020-01-11T09:32:01Z,2020-01-11T10:00:00Z,2020-01-11T09:30:00Z
1.78,1.54,1.95,2.36,0.96,4.97,15.12,5.58,8.6,10.33,9,231.5,64.43,241.21,0.93,17.888,0.11,167.1,0,2020-01-11T10:32:01Z,2020-01-11T11:00:00Z,2020-01-11T10:30:00Z
1.95,1.73,2.31,2.99,1.03,5.52,14.94,6.25,10.53,13,12.5,216,68.07,230.86,0.87,17.683,0.01,147.4,0,2020-01-11T11:32:01Z,2020-01-11T12:00:00Z,2020-01-11T11:30:00Z
2.06,1.77,2.25,2.64,1.11,5.65,15.33,6.05,8.64,11.68,13.5,229.29,68.21,256.63,0.88,17.509,0.43,284.7,0,2020-01-11T12:32:01Z,2020-01-11T13:00:00Z,2020-01-11T12:30:00Z
1.83,1.59,2.11,2.85,0.92,5.9,15.35,6.64,11.29,14.13,14,251.64,70.6,264.49,0.89,17.405,0.16,340.7,0,2020-01-11T13:32:01Z,2020-01-11T14:00:00Z,2020-01-11T13:30:00Z
1.54,1.22,1.66,2.31,0.75,5.15,15.48,5.47,8.99,12.05,15,280.16,70.76,280.83,0.94,17.381,0.16,275.1,0,2020-01-11T14:32:01Z,2020-01-11T15:00:00Z,2020-01-11T14:30:00Z
1.43,1.27,1.77,2.03,0.73,5.38,15.32,6.28,10.6,13.56,15.5,283.66,66.9,285.25,0.97,17.645,0.13,303.1,0,2020-01-11T15:32:01Z,2020-01-11T16:00:00Z,2020-01-11T15:30:00Z
1.23,0.97,1.39,2.18,0.56,5,15.33,5.17,8.91,12.89,14.5,267.61,68.53,272.5,0.96,18.029,0.12,30.2,0,2020-01-11T16:32:01Z,2020-01-11T17:00:00Z,2020-01-11T16:30:00Z
1.44,1.09,1.6,2.23,0.61,5.19,15.31,4.91,8.87,12.8,15,266.92,67.19,270.02,0.92,18.401,0.21,102.8,0,2020-01-11T17:32:01Z,2020-01-11T18:00:00Z,2020-01-11T17:30:00Z
1.47,1.24,1.71,2.44,0.7,5.11,15.22,5.73,10.44,14.29,14,251.17,69.76,255.44,0.94,18.617,0.12,141,0,2020-01-11T18:32:01Z,2020-01-11T19:00:00Z,2020-01-11T18:30:00Z
1.43,1.24,1.66,2.05,0.77,4.47,14.77,5.19,7.82,9.07,9.5,245.07,69.66,253.76,0.94,18.46,0.1,101.9,0,2020-01-11T19:32:01Z,2020-01-11T20:00:00Z,2020-01-11T19:30:00Z
1.47,1.34,1.65,2.02,0.81,4.41,14.25,5.2,8.26,9.31,9.5,241.53,67.3,258.63,0.96,18.225,0.07,138.1,0,2020-01-11T20:32:01Z,2020-01-11T21:00:00Z,2020-01-11T20:30:00Z
1.31,1.11,1.42,1.65,0.72,4.25,13.33,4.88,7.1,9.55,13.5,235.82,64.9,236.44,0.94,18.05,0.03,352.5,0,2020-01-11T21:32:01Z,2020-01-11T22:00:00Z,2020-01-11T21:30:00Z
1.48,1.26,1.6,2.06,0.8,4.3,13.09,4.82,7.17,8.71,9,223.87,62.74,240.02,0.89,17.901,0.04,171.4,0,2020-01-11T22:32:01Z,2020-01-11T23:00:00Z,2020-01-11T22:30:00Z
1.21,0.98,1.3,1.78,0.62,4.09,13.9,4.4,6.64,9.39,12.5,234.46,65.9,243.38,0.95,17.652,0.04,269.7,0,2020-01-11T23:32:01Z,2020-01-12T00:00:00Z,2020-01-11T23:30:00Z
1.55,1.4,1.72,2.1,0.87,4.51,13.94,5.07,7.42,8.3,3.5,262.94,69.63,267.62,0.98,17.485,0.32,285.5,0,2020-01-12T00:32:01Z,2020-01-12T01:00:00Z,2020-01-12T00:30:00Z
1.67,1.48,1.99,2.64,0.87,5.79,14.39,6.29,10.1,12.15,12,257.82,65.18,266.33,0.92,17.482,0.15,293.1,0,2020-01-12T01:32:01Z,2020-01-12T02:00:00Z,2020-01-12T01:30:00Z
1.12,0.9,1.2,1.54,0.55,4.45,14.94,5.05,8.43,12.27,15,295.08,72.59,282.66,0.88,17.51,0.12,355.6,0,2020-01-12T02:32:01Z,2020-01-12T03:00:00Z,2020-01-12T02:30:00Z
1.09,0.97,1.27,1.5,0.57,4.39,14.98,4.89,7.86,9.57,8.5,266.36,67.86,277.06,0.92,17.689,0.09,343.4,0,2020-01-12T03:32:01Z,2020-01-12T04:00:00Z,2020-01-12T03:30:00Z
1.12,0.89,1.24,1.8,0.56,4.29,15.32,5.13,8.56,12.68,15.5,276.6,72.67,280.7,0.91,18.14,0.03,197.9,0,2020-01-12T04:32:01Z,2020-01-12T05:00:00Z,2020-01-12T04:30:00Z
1.11,0.95,1.35,1.76,0.55,4.45,15.01,5.03,8.4,12.02,16,241.44,64.45,260.32,0.87,18.542,0.34,108.6,0,2020-01-12T05:32:01Z,2020-01-12T06:00:00Z,2020-01-12T05:30:00Z
1.29,0.99,1.32,1.89,0.62,4.3,15.27,4.31,6.56,8.6,15.5,240.16,69.85,259.96,0.86,18.764,0.31,113.4,0,2020-01-12T06:32:01Z,2020-01-12T07:00:00Z,2020-01-12T06:30:00Z
1.66,1.4,1.79,2.7,0.9,4.36,13.93,4.58,6.08,6.81,10,223.51,64.92,248.83,0.92,18.658,0.17,114.1,0,2020-01-12T07:32:01Z,2020-01-12T08:00:00Z,2020-01-12T07:30:00Z
1.58,1.34,1.74,2.16,0.88,4.2,14.13,4.66,7.04,9.11,11.5,230.91,63.88,252.78,0.87,18.435,0.03,163.8,0,2020-01-12T08:32:01Z,2020-01-12T09:00:00Z,2020-01-12T08:30:00Z
