Hs,Tp,Dp,Tz,T01,T-1,Dm,S0,HsSwell,TpSwell,DpSwell,HsSea,TpSea,DpSea,H13,T13,H10,T10,Hmax,Tmax,datetime,hourly,tenmin
0.293,5.6,160,5.8,6.4,7.9,130,0.98,0.169,11.6,248,0.234,5.6,160,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T22:15:00Z,2020-01-16T22:00:00Z,2020-01-16T22:10:00Z
0.294,6.1,148,5.5,6.4,8.3,193,1.09,0.18,9.8,188,0.209,6.1,148,0.291,8,0.343,8.4,0.427,5.5,2019-11-29T21:00:00Z,2019-11-29T21:00:00Z,2019-11-29T21:00:00Z
0.294,6.1,148,5.5,6.4,8.3,193,1.09,0.18,9.8,188,0.209,6.1,148,0.291,8,0.343,8.4,0.427,5.5,2019-11-29T21:05:00Z,2019-11-29T21:00:00Z,2019-11-29T21:00:00Z
0.294,6.1,148,5.5,6.4,8.3,193,1.09,0.18,9.8,188,0.209,6.1,148,0.291,8,0.343,8.4,0.427,5.5,2019-11-29T21:10:00Z,2019-11-29T21:00:00Z,2019-11-29T21:10:00Z
0.294,6.1,148,5.5,6.4,8.3,193,1.09,0.18,9.8,188,0.209,6.1,148,0.291,8,0.343,8.4,0.427,5.5,2019-11-29T21:15:00Z,2019-11-29T21:00:00Z,2019-11-29T21:10:00Z
0.294,7.5,122,6,7.1,9.2,192,1.1,0.189,14.2,246,0.163,6.7,166,0.315,8.7,0.394,8.8,0.525,8,2019-12-25T22:00:00Z,2019-12-25T22:00:00Z,2019-12-25T22:00:00Z
0.294,7.5,122,6,7.1,9.2,192,1.1,0.189,14.2,246,0.163,6.7,166,0.315,8.7,0.394,8.8,0.525,8,2019-12-25T22:05:00Z,2019-12-25T22:00:00Z,2019-12-25T22:00:00Z
0.294,7.5,122,6,7.1,9.2,192,1.1,0.189,14.2,246,0.163,6.7,166,0.315,8.7,0.394,8.8,0.525,8,2019-12-25T22:10:00Z,2019-12-25T22:00:00Z,2019-12-25T22:10:00Z
0.294,7.5,122,6,7.1,9.2,192,1.1,0.189,14.2,246,0.163,6.7,166,0.315,8.7,0.394,8.8,0.525,8,2019-12-25T22:15:00Z,2019-12-25T22:00:00Z,2019-12-25T22:10:00Z
0.295,8.5,156,4.8,5.4,6.8,179,1.03,0.169,8.5,156,0.224,4.7,173,0.297,7,0.376,6.8,0.504,7,2019-11-28T14:00:00Z,2019-11-28T14:00:00Z,2019-11-28T14:00:00Z
0.295,8.5,156,4.8,5.4,6.8,179,1.03,0.169,8.5,156,0.224,4.7,173,0.297,7,0.376,6.8,0.504,7,2019-11-28T14:05:00Z,2019-11-28T14:00:00Z,2019-11-28T14:00:00Z
0.295,8.5,156,4.8,5.4,6.8,179,1.03,0.169,8.5,156,0.224,4.7,173,0.297,7,0.376,6.8,0.504,7,2019-11-28T14:10:00Z,2019-11-28T14:00:00Z,2019-11-28T14:10:00Z
0.295,8.5,156,4.8,5.4,6.8,179,1.03,0.169,8.5,156,0.224,4.7,173,0.297,7,0.376,6.8,0.504,7,2019-11-28T14:15:00Z,2019-11-28T14:00:00Z,2019-11-28T14:10:00Z
0.296,11.6,234,7.1,8.4,10.2,201,1.09,0.251,11.6,234,0.14,6.1,262,0.321,9.9,0.422,9.6,0.562,8.5,2019-12-17T23:00:00Z,2019-12-17T23:00:00Z,2019-12-17T23:00:00Z
0.296,11.6,234,7.1,8.4,10.2,201,1.09,0.251,11.6,234,0.14,6.1,262,0.321,9.9,0.422,9.6,0.562,8.5,2019-12-17T23:05:00Z,2019-12-17T23:00:00Z,2019-12-17T23:00:00Z
0.296,11.6,234,7.1,8.4,10.2,201,1.09,0.251,11.6,234,0.14,6.1,262,0.321,9.9,0.422,9.6,0.562,8.5,2019-12-17T23:10:00Z,2019-12-17T23:00:00Z,2019-12-17T23:10:00Z
0.296,11.6,234,7.1,8.4,10.2,201,1.09,0.251,11.6,234,0.14,6.1,262,0.321,9.9,0.422,9.6,0.562,8.5,2019-12-17T23:15:00Z,2019-12-17T23:00:00Z,2019-12-17T23:10:00Z
0.296,18.3,230,5.4,6.5,9.6,256,1.08,0.192,18.3,278,0.214,6.7,194,0.285,8,0.353,9,0.451,8.5,2019-12-23T00:00:00Z,2019-12-23T00:00:00Z,2019-12-23T00:00:00Z
0.296,18.3,230,5.4,6.5,9.6,256,1.08,0.192,18.3,278,0.214,6.7,194,0.285,8,0.353,9,0.451,8.5,2019-12-23T00:05:00Z,2019-12-23T00:00:00Z,2019-12-23T00:00:00Z
0.296,18.3,230,5.4,6.5,9.6,256,1.08,0.192,18.3,278,0.214,6.7,194,0.285,8,0.353,9,0.451,8.5,2019-12-23T00:10:00Z,2019-12-23T00:00:00Z,2019-12-23T00:10:00Z
0.296,18.3,230,5.4,6.5,9.6,256,1.08,0.192,18.3,278,0.214,6.7,194,0.285,8,0.353,9,0.451,8.5,2019-12-23T00:15:00Z,2019-12-23T00:00:00Z,2019-12-23T00:10:00Z
0.297,6.1,251,4.8,5.6,7.1,248,1.04,0.161,11.6,80,0.241,6.1,251,0.318,6.6,0.398,6.4,0.458,5.5,2019-12-01T12:00:00Z,2019-12-01T12:00:00Z,2019-12-01T12:00:00Z
0.297,6.1,251,4.8,5.6,7.1,248,1.04,0.161,11.6,80,0.241,6.1,251,0.318,6.6,0.398,6.4,0.458,5.5,2019-12-01T12:05:00Z,2019-12-01T12:00:00Z,2019-12-01T12:00:00Z
0.297,6.1,251,4.8,5.6,7.1,248,1.04,0.161,11.6,80,0.241,6.1,251,0.318,6.6,0.398,6.4,0.458,5.5,2019-12-01T12:10:00Z,2019-12-01T12:00:00Z,2019-12-01T12:10:00Z
0.297,6.1,251,4.8,5.6,7.1,248,1.04,0.161,11.6,80,0.241,6.1,251,0.318,6.6,0.398,6.4,0.458,5.5,2019-12-01T12:15:00Z,2019-12-01T12:00:00Z,2019-12-01T12:10:00Z
0.298,11.6,234,5.4,6.7,9.1,231,1.12,0.223,11.6,234,0.172,6.7,255,0.309,8.5,0.374,9.1,0.472,8,2019-12-26T09:00:00Z,2019-12-26T09:00:00Z,2019-12-26T09:00:00Z
0.298,11.6,234,5.4,6.7,9.1,231,1.12,0.223,11.6,234,0.172,6.7,255,0.309,8.5,0.374,9.1,0.472,8,2019-12-26T09:05:00Z,2019-12-26T09:00:00Z,2019-12-26T09:00:00Z
0.298,11.6,234,5.4,6.7,9.1,231,1.12,0.223,11.6,234,0.172,6.7,255,0.309,8.5,0.374,9.1,0.472,8,2019-12-26T09:10:00Z,2019-12-26T09:00:00Z,2019-12-26T09:10:00Z
0.298,11.6,234,5.4,6.7,9.1,231,1.12,0.223,11.6,234,0.172,6.7,255,0.309,8.5,0.374,9.1,0.472,8,2019-12-26T09:15:00Z,2019-12-26T09:00:00Z,2019-12-26T09:10:00Z
0.298,8.5,176,4.3,4.8,6.5,224,1.03,0.158,8.5,176,0.24,3.5,176,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T11:00:00Z,2020-01-19T11:00:00Z,2020-01-19T11:00:00Z
0.298,8.5,176,4.3,4.8,6.5,224,1.03,0.158,8.5,176,0.24,3.5,176,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T11:05:00Z,2020-01-19T11:00:00Z,2020-01-19T11:00:00Z
0.298,8.5,176,4.3,4.8,6.5,224,1.03,0.158,8.5,176,0.24,3.5,176,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T11:10:00Z,2020-01-19T11:00:00Z,2020-01-19T11:10:00Z
0.298,8.5,176,4.3,4.8,6.5,224,1.03,0.158,8.5,176,0.24,3.5,176,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T11:15:00Z,2020-01-19T11:00:00Z,2020-01-19T11:10:00Z
0.3,11.6,238,6.6,7.6,9.5,247,1.09,0.223,11.6,238,0.182,6.1,174,0.317,9.7,0.398,10.3,0.557,10.5,2019-12-24T22:00:00Z,2019-12-24T22:00:00Z,2019-12-24T22:00:00Z
0.3,11.6,238,6.6,7.6,9.5,247,1.09,0.223,11.6,238,0.182,6.1,174,0.317,9.7,0.398,10.3,0.557,10.5,2019-12-24T22:05:00Z,2019-12-24T22:00:00Z,2019-12-24T22:00:00Z
0.3,11.6,238,6.6,7.6,9.5,247,1.09,0.223,11.6,238,0.182,6.1,174,0.317,9.7,0.398,10.3,0.557,10.5,2019-12-24T22:10:00Z,2019-12-24T22:00:00Z,2019-12-24T22:10:00Z
0.3,11.6,238,6.6,7.6,9.5,247,1.09,0.223,11.6,238,0.182,6.1,174,0.317,9.7,0.398,10.3,0.557,10.5,2019-12-24T22:15:00Z,2019-12-24T22:00:00Z,2019-12-24T22:10:00Z
0.301,11.6,160,7.1,8.6,10.7,144,1.08,0.26,11.6,160,0.14,6.7,128,0.318,11.2,0.387,11.4,0.48,9.5,2019-11-30T09:00:00Z,2019-11-30T09:00:00Z,2019-11-30T09:00:00Z
0.301,11.6,160,7.1,8.6,10.7,144,1.08,0.26,11.6,160,0.14,6.7,128,0.318,11.2,0.387,11.4,0.48,9.5,2019-11-30T09:05:00Z,2019-11-30T09:00:00Z,2019-11-30T09:00:00Z
0.301,11.6,160,7.1,8.6,10.7,144,1.08,0.26,11.6,160,0.14,6.7,128,0.318,11.2,0.387,11.4,0.48,9.5,2019-11-30T09:10:00Z,2019-11-30T09:00:00Z,2019-11-30T09:10:00Z
0.301,11.6,160,7.1,8.6,10.7,144,1.08,0.26,11.6,160,0.14,6.7,128,0.318,11.2,0.387,11.4,0.48,9.5,2019-11-30T09:15:00Z,2019-11-30T09:00:00Z,2019-11-30T09:10:00Z
0.304,6.1,162,6.2,6.9,8.1,163,1.05,0.188,8.5,180,0.219,6.1,162,0.298,7.9,0.379,7.4,0.492,7.5,2019-11-30T13:00:00Z,2019-11-30T13:00:00Z,2019-11-30T13:00:00Z
0.304,6.1,162,6.2,6.9,8.1,163,1.05,0.188,8.5,180,0.219,6.1,162,0.298,7.9,0.379,7.4,0.492,7.5,2019-11-30T13:05:00Z,2019-11-30T13:00:00Z,2019-11-30T13:00:00Z
0.304,6.1,162,6.2,6.9,8.1,163,1.05,0.188,8.5,180,0.219,6.1,162,0.298,7.9,0.379,7.4,0.492,7.5,2019-11-30T13:10:00Z,2019-11-30T13:00:00Z,2019-11-30T13:10:00Z
0.304,6.1,162,6.2,6.9,8.1,163,1.05,0.188,8.5,180,0.219,6.1,162,0.298,7.9,0.379,7.4,0.492,7.5,2019-11-30T13:15:00Z,2019-11-30T13:00:00Z,2019-11-30T13:10:00Z
0.305,6.7,272,4.4,5,6.6,273,1.08,0.144,9.8,256,0.253,6.7,289,0.291,6.5,0.364,6.8,0.53,7.5,2019-12-01T09:00:00Z,2019-12-01T09:00:00Z,2019-12-01T09:00:00Z
0.305,6.7,272,4.4,5,6.6,273,1.08,0.144,9.8,256,0.253,6.7,289,0.291,6.5,0.364,6.8,0.53,7.5,2019-12-01T09:05:00Z,2019-12-01T09:00:00Z,2019-12-01T09:00:00Z
0.305,6.7,272,4.4,5,6.6,273,1.08,0.144,9.8,256,0.253,6.7,289,0.291,6.5,0.364,6.8,0.53,7.5,2019-12-01T09:10:00Z,2019-12-01T09:00:00Z,2019-12-01T09:10:00Z
0.305,6.7,272,4.4,5,6.6,273,1.08,0.144,9.8,256,0.253,6.7,289,0.291,6.5,0.364,6.8,0.53,7.5,2019-12-01T09:15:00Z,2019-12-01T09:00:00Z,2019-12-01T09:10:00Z
0.305,11.6,180,5.1,5.9,7.6,97,1.08,0.181,11.6,180,0.235,5.6,284,0.313,7.3,0.397,8.5,0.482,12.5,2019-12-01T10:00:00Z,2019-12-01T10:00:00Z,2019-12-01T10:00:00Z
0.305,11.6,180,5.1,5.9,7.6,97,1.08,0.181,11.6,180,0.235,5.6,284,0.313,7.3,0.397,8.5,0.482,12.5,2019-12-01T10:05:00Z,2019-12-01T10:00:00Z,2019-12-01T10:00:00Z
0.305,11.6,180,5.1,5.9,7.6,97,1.08,0.181,11.6,180,0.235,5.6,284,0.313,7.3,0.397,8.5,0.482,12.5,2019-12-01T10:10:00Z,2019-12-01T10:00:00Z,2019-12-01T10:10:00Z
0.305,11.6,180,5.1,5.9,7.6,97,1.08,0.181,11.6,180,0.235,5.6,284,0.313,7.3,0.397,8.5,0.482,12.5,2019-12-01T10:15:00Z,2019-12-01T10:00:00Z,2019-12-01T10:10:00Z
0.305,14.2,298,6.3,7.5,9.9,277,1.11,0.231,14.2,298,0.185,6.7,150,0.297,9.5,0.362,10.6,0.456,11.5,2019-12-17T09:00:00Z,2019-12-17T09:00:00Z,2019-12-17T09:00:00Z
0.305,14.2,298,6.3,7.5,9.9,277,1.11,0.231,14.2,298,0.185,6.7,150,0.297,9.5,0.362,10.6,0.456,11.5,2019-12-17T09:05:00Z,2019-12-17T09:00:00Z,2019-12-17T09:00:00Z
0.305,14.2,298,6.3,7.5,9.9,277,1.11,0.231,14.2,298,0.185,6.7,150,0.297,9.5,0.362,10.6,0.456,11.5,2019-12-17T09:10:00Z,2019-12-17T09:00:00Z,2019-12-17T09:10:00Z
0.305,14.2,298,6.3,7.5,9.9,277,1.11,0.231,14.2,298,0.185,6.7,150,0.297,9.5,0.362,10.6,0.456,11.5,2019-12-17T09:15:00Z,2019-12-17T09:00:00Z,2019-12-17T09:10:00Z
0.306,11.6,152,6.6,7.8,9.6,128,1.08,0.232,11.6,152,0.179,6.1,248,0.297,9.7,0.346,9.3,0.442,8,2019-11-30T10:00:00Z,2019-11-30T10:00:00Z,2019-11-30T10:00:00Z
0.306,11.6,152,6.6,7.8,9.6,128,1.08,0.232,11.6,152,0.179,6.1,248,0.297,9.7,0.346,9.3,0.442,8,2019-11-30T10:05:00Z,2019-11-30T10:00:00Z,2019-11-30T10:00:00Z
0.306,11.6,152,6.6,7.8,9.6,128,1.08,0.232,11.6,152,0.179,6.1,248,0.297,9.7,0.346,9.3,0.442,8,2019-11-30T10:10:00Z,2019-11-30T10:00:00Z,2019-11-30T10:10:00Z
0.306,11.6,152,6.6,7.8,9.6,128,1.08,0.232,11.6,152,0.179,6.1,248,0.297,9.7,0.346,9.3,0.442,8,2019-11-30T10:15:00Z,2019-11-30T10:00:00Z,2019-11-30T10:10:00Z
0.307,11.6,118,5.3,6.1,8.3,179,1.08,0.199,11.6,118,0.219,5.6,170,0.296,7.4,0.361,8.6,0.498,11.5,2019-12-13T02:00:00Z,2019-12-13T02:00:00Z,2019-12-13T02:00:00Z
0.307,11.6,118,5.3,6.1,8.3,179,1.08,0.199,11.6,118,0.219,5.6,170,0.296,7.4,0.361,8.6,0.498,11.5,2019-12-13T02:05:00Z,2019-12-13T02:00:00Z,2019-12-13T02:00:00Z
0.307,11.6,118,5.3,6.1,8.3,179,1.08,0.199,11.6,118,0.219,5.6,170,0.296,7.4,0.361,8.6,0.498,11.5,2019-12-13T02:10:00Z,2019-12-13T02:00:00Z,2019-12-13T02:10:00Z
0.307,11.6,118,5.3,6.1,8.3,179,1.08,0.199,11.6,118,0.219,5.6,170,0.296,7.4,0.361,8.6,0.498,11.5,2019-12-13T02:15:00Z,2019-12-13T02:00:00Z,2019-12-13T02:10:00Z
0.307,14.2,274,5.3,6.3,9,268,1.1,0.198,14.2,274,0.207,4.7,179,0.293,8.6,0.374,9.8,0.494,14.5,2019-12-16T05:00:00Z,2019-12-16T05:00:00Z,2019-12-16T05:00:00Z
0.307,14.2,274,5.3,6.3,9,268,1.1,0.198,14.2,274,0.207,4.7,179,0.293,8.6,0.374,9.8,0.494,14.5,2019-12-16T05:05:00Z,2019-12-16T05:00:00Z,2019-12-16T05:00:00Z
0.307,14.2,274,5.3,6.3,9,268,1.1,0.198,14.2,274,0.207,4.7,179,0.293,8.6,0.374,9.8,0.494,14.5,2019-12-16T05:10:00Z,2019-12-16T05:00:00Z,2019-12-16T05:10:00Z
0.307,14.2,274,5.3,6.3,9,268,1.1,0.198,14.2,274,0.207,4.7,179,0.293,8.6,0.374,9.8,0.494,14.5,2019-12-16T05:15:00Z,2019-12-16T05:00:00Z,2019-12-16T05:10:00Z
0.307,6.7,150,6.3,6.9,8,162,1.06,0.167,8.5,266,0.221,6.7,158,0.291,7.5,0.346,7.7,0.476,7.5,2019-12-18T15:00:00Z,2019-12-18T15:00:00Z,2019-12-18T15:00:00Z
0.307,6.7,150,6.3,6.9,8,162,1.06,0.167,8.5,266,0.221,6.7,158,0.291,7.5,0.346,7.7,0.476,7.5,2019-12-18T15:05:00Z,2019-12-18T15:00:00Z,2019-12-18T15:00:00Z
0.307,6.7,150,6.3,6.9,8,162,1.06,0.167,8.5,266,0.221,6.7,158,0.291,7.5,0.346,7.7,0.476,7.5,2019-12-18T15:10:00Z,2019-12-18T15:00:00Z,2019-12-18T15:10:00Z
0.307,6.7,150,6.3,6.9,8,162,1.06,0.167,8.5,266,0.221,6.7,158,0.291,7.5,0.346,7.7,0.476,7.5,2019-12-18T15:15:00Z,2019-12-18T15:00:00Z,2019-12-18T15:10:00Z
0.308,5.6,257,4.6,5.2,6.8,258,1.05,0.136,14.2,128,0.266,5.6,257,0.324,6.4,0.4,6.3,0.472,5.5,2019-11-30T22:00:00Z,2019-11-30T22:00:00Z,2019-11-30T22:00:00Z
0.308,5.6,257,4.6,5.2,6.8,258,1.05,0.136,14.2,128,0.266,5.6,257,0.324,6.4,0.4,6.3,0.472,5.5,2019-11-30T22:05:00Z,2019-11-30T22:00:00Z,2019-11-30T22:00:00Z
0.308,5.6,257,4.6,5.2,6.8,258,1.05,0.136,14.2,128,0.266,5.6,257,0.324,6.4,0.4,6.3,0.472,5.5,2019-11-30T22:10:00Z,2019-11-30T22:00:00Z,2019-11-30T22:10:00Z
0.308,5.6,257,4.6,5.2,6.8,258,1.05,0.136,14.2,128,0.266,5.6,257,0.324,6.4,0.4,6.3,0.472,5.5,2019-11-30T22:15:00Z,2019-11-30T22:00:00Z,2019-11-30T22:10:00Z
0.309,8.5,158,6.2,7.3,9,165,1.1,0.238,8.5,158,0.167,6.7,162,0.325,9.3,0.387,9,0.468,9,2019-12-17T13:00:00Z,2019-12-17T13:00:00Z,2019-12-17T13:00:00Z
0.309,8.5,158,6.2,7.3,9,165,1.1,0.238,8.5,158,0.167,6.7,162,0.325,9.3,0.387,9,0.468,9,2019-12-17T13:05:00Z,2019-12-17T13:00:00Z,2019-12-17T13:00:00Z
0.309,8.5,158,6.2,7.3,9,165,1.1,0.238,8.5,158,0.167,6.7,162,0.325,9.3,0.387,9,0.468,9,2019-12-17T13:10:00Z,2019-12-17T13:00:00Z,2019-12-17T13:10:00Z
0.309,8.5,158,6.2,7.3,9,165,1.1,0.238,8.5,158,0.167,6.7,162,0.325,9.3,0.387,9,0.468,9,2019-12-17T13:15:00Z,2019-12-17T13:00:00Z,2019-12-17T13:10:00Z
0.31,7.5,340,7.9,8.5,9.5,160,1.04,0.223,11.6,220,0.148,6.7,188,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-17T01:00:00Z,2020-01-17T01:00:00Z,2020-01-17T01:00:00Z
0.31,7.5,340,7.9,8.5,9.5,160,1.04,0.223,11.6,220,0.148,6.7,188,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-17T01:05:00Z,2020-01-17T01:00:00Z,2020-01-17T01:00:00Z
0.31,7.5,340,7.9,8.5,9.5,160,1.04,0.223,11.6,220,0.148,6.7,188,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-17T01:10:00Z,2020-01-17T01:00:00Z,2020-01-17T01:10:00Z
0.31,7.5,340,7.9,8.5,9.5,160,1.04,0.223,11.6,220,0.148,6.7,188,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-17T01:15:00Z,2020-01-17T01:00:00Z,2020-01-17T01:10:00Z
0.311,8.5,139,5.1,5.7,7.2,152,1.06,0.18,8.5,139,0.241,6.7,164,0.353,7.6,0.457,7.8,0.584,8,2019-11-28T01:00:00Z,2019-11-28T01:00:00Z,2019-11-28T01:00:00Z
0.311,8.5,139,5.1,5.7,7.2,152,1.06,0.18,8.5,139,0.241,6.7,164,0.353,7.6,0.457,7.8,0.584,8,2019-11-28T01:05:00Z,2019-11-28T01:00:00Z,2019-11-28T01:00:00Z
0.311,8.5,139,5.1,5.7,7.2,152,1.06,0.18,8.5,139,0.241,6.7,164,0.353,7.6,0.457,7.8,0.584,8,2019-11-28T01:10:00Z,2019-11-28T01:00:00Z,2019-11-28T01:10:00Z
0.311,8.5,139,5.1,5.7,7.2,152,1.06,0.18,8.5,139,0.241,6.7,164,0.353,7.6,0.457,7.8,0.584,8,2019-11-28T01:15:00Z,2019-11-28T01:00:00Z,2019-11-28T01:10:00Z
0.314,8.5,160,6.6,7.7,9,149,1.09,0.245,8.5,160,0.128,6.7,236,0.365,9.3,0.436,9.1,0.55,9,2019-11-28T21:00:00Z,2019-11-28T21:00:00Z,2019-11-28T21:00:00Z
0.314,8.5,160,6.6,7.7,9,149,1.09,0.245,8.5,160,0.128,6.7,236,0.365,9.3,0.436,9.1,0.55,9,2019-11-28T21:05:00Z,2019-11-28T21:00:00Z,2019-11-28T21:00:00Z
0.314,8.5,160,6.6,7.7,9,149,1.09,0.245,8.5,160,0.128,6.7,236,0.365,9.3,0.436,9.1,0.55,9,2019-11-28T21:10:00Z,2019-11-28T21:00:00Z,2019-11-28T21:10:00Z
0.314,8.5,160,6.6,7.7,9,149,1.09,0.245,8.5,160,0.128,6.7,236,0.365,9.3,0.436,9.1,0.55,9,2019-11-28T21:15:00Z,2019-11-28T21:00:00Z,2019-11-28T21:10:00Z
0.314,8.5,336,5.5,6.3,7.9,282,1.06,0.204,8.5,356,0.212,6.7,180,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T10:00:00Z,2020-01-19T10:00:00Z,2020-01-19T10:00:00Z
0.314,8.5,336,5.5,6.3,7.9,282,1.06,0.204,8.5,356,0.212,6.7,180,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T10:05:00Z,2020-01-19T10:00:00Z,2020-01-19T10:00:00Z
0.314,8.5,336,5.5,6.3,7.9,282,1.06,0.204,8.5,356,0.212,6.7,180,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T10:10:00Z,2020-01-19T10:00:00Z,2020-01-19T10:10:00Z
0.314,8.5,336,5.5,6.3,7.9,282,1.06,0.204,8.5,356,0.212,6.7,180,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T10:15:00Z,2020-01-19T10:00:00Z,2020-01-19T10:10:00Z
0.315,8.5,156,5.9,6.6,7.7,151,1.08,0.22,8.5,156,0.206,6.7,148,0.281,7.6,0.344,7.7,0.474,8,2019-11-28T19:00:00Z,2019-11-28T19:00:00Z,2019-11-28T19:00:00Z
0.315,8.5,156,5.9,6.6,7.7,151,1.08,0.22,8.5,156,0.206,6.7,148,0.281,7.6,0.344,7.7,0.474,8,2019-11-28T19:05:00Z,2019-11-28T19:00:00Z,2019-11-28T19:00:00Z
0.315,8.5,156,5.9,6.6,7.7,151,1.08,0.22,8.5,156,0.206,6.7,148,0.281,7.6,0.344,7.7,0.474,8,2019-11-28T19:10:00Z,2019-11-28T19:00:00Z,2019-11-28T19:10:00Z
0.315,8.5,156,5.9,6.6,7.7,151,1.08,0.22,8.5,156,0.206,6.7,148,0.281,7.6,0.344,7.7,0.474,8,2019-11-28T19:15:00Z,2019-11-28T19:00:00Z,2019-11-28T19:10:00Z
0.316,8.5,152,5.7,6.7,8.3,138,1.06,0.246,8.5,152,0.176,4.7,248,0.317,8.7,0.39,8.9,0.455,9.5,2019-11-29T11:00:00Z,2019-11-29T11:00:00Z,2019-11-29T11:00:00Z
0.316,8.5,152,5.7,6.7,8.3,138,1.06,0.246,8.5,152,0.176,4.7,248,0.317,8.7,0.39,8.9,0.455,9.5,2019-11-29T11:05:00Z,2019-11-29T11:00:00Z,2019-11-29T11:00:00Z
0.316,8.5,152,5.7,6.7,8.3,138,1.06,0.246,8.5,152,0.176,4.7,248,0.317,8.7,0.39,8.9,0.455,9.5,2019-11-29T11:10:00Z,2019-11-29T11:00:00Z,2019-11-29T11:10:00Z
0.316,8.5,152,5.7,6.7,8.3,138,1.06,0.246,8.5,152,0.176,4.7,248,0.317,8.7,0.39,8.9,0.455,9.5,2019-11-29T11:15:00Z,2019-11-29T11:00:00Z,2019-11-29T11:10:00Z
0.316,4.4,288,3.7,4.1,5.4,270,1.13,0.121,11.6,276,0.289,4.4,288,0.317,4.8,0.391,4.5,0.5,4.5,2019-11-30T19:00:00Z,2019-11-30T19:00:00Z,2019-11-30T19:00:00Z
0.316,4.4,288,3.7,4.1,5.4,270,1.13,0.121,11.6,276,0.289,4.4,288,0.317,4.8,0.391,4.5,0.5,4.5,2019-11-30T19:05:00Z,2019-11-30T19:00:00Z,2019-11-30T19:00:00Z
0.316,4.4,288,3.7,4.1,5.4,270,1.13,0.121,11.6,276,0.289,4.4,288,0.317,4.8,0.391,4.5,0.5,4.5,2019-11-30T19:10:00Z,2019-11-30T19:00:00Z,2019-11-30T19:10:00Z
0.316,4.4,288,3.7,4.1,5.4,270,1.13,0.121,11.6,276,0.289,4.4,288,0.317,4.8,0.391,4.5,0.5,4.5,2019-11-30T19:15:00Z,2019-11-30T19:00:00Z,2019-11-30T19:10:00Z
0.316,11.6,NaN,9.6,10.1,11.1,NaN,0.51,0.274,11.6,14,0.139,6.1,14,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T15:00:00Z,2020-01-16T15:00:00Z,2020-01-16T15:00:00Z
0.316,11.6,NaN,9.6,10.1,11.1,NaN,0.51,0.274,11.6,14,0.139,6.1,14,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T15:05:00Z,2020-01-16T15:00:00Z,2020-01-16T15:00:00Z
0.316,11.6,NaN,9.6,10.1,11.1,NaN,0.51,0.274,11.6,14,0.139,6.1,14,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T15:10:00Z,2020-01-16T15:00:00Z,2020-01-16T15:10:00Z
0.316,11.6,NaN,9.6,10.1,11.1,NaN,0.51,0.274,11.6,14,0.139,6.1,14,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T15:15:00Z,2020-01-16T15:00:00Z,2020-01-16T15:10:00Z
0.318,14.2,122,6.5,7.7,9.9,151,1.06,0.238,14.2,122,0.185,6.1,286,0.292,9.6,0.356,9.6,0.456,10.5,2019-12-18T11:00:00Z,2019-12-18T11:00:00Z,2019-12-18T11:00:00Z
0.318,14.2,122,6.5,7.7,9.9,151,1.06,0.238,14.2,122,0.185,6.1,286,0.292,9.6,0.356,9.6,0.456,10.5,2019-12-18T11:05:00Z,2019-12-18T11:00:00Z,2019-12-18T11:00:00Z
0.318,14.2,122,6.5,7.7,9.9,151,1.06,0.238,14.2,122,0.185,6.1,286,0.292,9.6,0.356,9.6,0.456,10.5,2019-12-18T11:10:00Z,2019-12-18T11:00:00Z,2019-12-18T11:10:00Z
0.318,14.2,122,6.5,7.7,9.9,151,1.06,0.238,14.2,122,0.185,6.1,286,0.292,9.6,0.356,9.6,0.456,10.5,2019-12-18T11:15:00Z,2019-12-18T11:00:00Z,2019-12-18T11:10:00Z
0.321,7.5,163,5.8,6.4,7.4,165,1,0.17,8.5,160,0.232,6.1,163,0.329,7.3,0.399,7.3,0.502,7.5,2019-11-29T12:00:00Z,2019-11-29T12:00:00Z,2019-11-29T12:00:00Z
0.321,7.5,163,5.8,6.4,7.4,165,1,0.17,8.5,160,0.232,6.1,163,0.329,7.3,0.399,7.3,0.502,7.5,2019-11-29T12:05:00Z,2019-11-29T12:00:00Z,2019-11-29T12:00:00Z
0.321,7.5,163,5.8,6.4,7.4,165,1,0.17,8.5,160,0.232,6.1,163,0.329,7.3,0.399,7.3,0.502,7.5,2019-11-29T12:10:00Z,2019-11-29T12:00:00Z,2019-11-29T12:10:00Z
